ID,Section,Title,Content,RuleMatch,ExtractedRule
206,Section: 4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Unexpected Message Handling,"A client that receives a CertificateRequest message without having sent the ""post_handshake_auth"" extension MUST send an ""unexpected_message"" fatal alert.",1,"<CLI-MSG-PROC> <1> (Clients MUST send an ""unexpected_message"" fatal alert upon receiving a CertificateRequest message without having sent the ""post_handshake_auth"" extension) + <SRV-MSG-PROC> <1> (Servers MUST ensure that clients sending a CertificateRequest have previously included the ""post_handshake_auth"" extension)"
207,Section: 4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Server Preparedness for Delays,"Because client authentication could involve prompting the user, servers MUST be prepared for some delay, including receiving an arbitrary number of other messages between sending the CertificateRequest and receiving a response.",1,"<SRV-MSG-PROC> <1> (Servers MUST be prepared for delays in client authentication, including handling an arbitrary number of messages between sending the CertificateRequest and receiving a response)"
208,Section: 4.6.2.. Handshake Protocol_Post-Handshake Messages_Post-Handshake Authentication,Handling Multiple Certificate Requests,Clients which receive multiple CertificateRequests in close succession MAY respond to them in a different order than they were received (the certificate_request_context value allows the server to disambiguate the responses).,0,Skip
209,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,KeyUpdate Message Purpose,"The KeyUpdate handshake message is used to indicate that the sender is updating its sending cryptographic keys. This message can be sent by either peer after it has sent a Finished message. Implementations that receive a KeyUpdate message prior to receiving a Finished message MUST terminate the connection with an ""unexpected_message"" alert. After sending a KeyUpdate message, the sender SHALL send all its traffic using the next generation of keys, computed as described in Section 7.2. Upon receiving a KeyUpdate, the receiver MUST update its receiving keys.",1,"<CLI-MSG-PROC><1>(Clients and servers MUST terminate the connection with an ""unexpected_message"" alert if a KeyUpdate message is received before a Finished message) +  
<SRV-MSG-PROC><1>(Servers MUST update receiving keys upon receiving a KeyUpdate message)

<CLI-MSG-CONST><1>(After sending a KeyUpdate message, the sender SHALL use the next generation of keys for all subsequent traffic) +  
<SRV-MSG-CONST><1>(Upon sending a KeyUpdate, the sender MUST ensure that all traffic is encrypted with the newly computed keys as described in Section 7.2)"
210,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,KeyUpdate Request Enumeration,"```enum {
    update_not_requested(0), 
    update_requested(1), 
    (255)
",0,Skip
211,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,KeyUpdate Structure,"```struct {
    KeyUpdateRequest request_update;
",0,Skip
212,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Request Update Field,"The request_update field indicates whether the recipient of the KeyUpdate should respond with its own KeyUpdate. If an implementation receives any other value, it MUST terminate the connection with an ""illegal_parameter"" alert.",1,"<CLI-MSG-CONST> <1> (Clients MUST set the request_update field to indicate whether a KeyUpdate response is required) + <SRV-MSG-PROC> <1> (Servers MUST terminate the connection with an ""illegal_parameter"" alert if an invalid request_update value is received)"
213,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Update Mechanism,"If the request_update field is set to ""update_requested"", then the receiver MUST send a KeyUpdate of its own with request_update set to ""update_not_requested"" prior to sending its next Application Data record. This mechanism allows either side to force an update to the entire connection, but causes an implementation which receives multiple KeyUpdates while it is silent to respond with a single update.",1,"<CLI-MSG-PROC> <1> (If a client sets request_update to ""update_requested"", it MUST send a KeyUpdate with request_update set to ""update_not_requested"" before sending the next Application Data record) + <SRV-MSG-PROC> <1> (If a server receives a KeyUpdate with request_update set to ""update_requested"", it MUST respond with its own KeyUpdate set to ""update_not_requested"" before sending its next Application Data record)  
<CLI-MSG-PROC> <0> (Implementations receiving multiple KeyUpdates while silent MUST respond with a single update) + <SRV-MSG-PROC> <0> (Servers MUST treat multiple silent KeyUpdates from clients as a single update)"
214,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Message Handling Between KeyUpdates,"Implementations may receive an arbitrary number of messages between sending a KeyUpdate with request_update set to ""update_requested"" and receiving the peer's KeyUpdate, because those messages may already be in flight. However, because send and receive keys are derived from independent traffic secrets, retaining the receive traffic secret does not threaten the forward secrecy of data sent before the sender changed keys.",0,Skip
215,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Crossing KeyUpdates,"If implementations independently send their own KeyUpdates with request_update set to ""update_requested"" and they cross in flight, then each side will also send a response, resulting in each side incrementing by two generations.",0,Skip
216,Section: 4.6.3.. Handshake Protocol_Post-Handshake Messages_Key and Initialization Vector Update,Encryption Requirements,"Both sender and receiver MUST encrypt their KeyUpdate messages with the old keys. Additionally, both sides MUST enforce that a KeyUpdate with the old key is received before accepting any messages encrypted with the new key. Failure to do so may allow message truncation attacks.",1,"<CLI-MSG-CONST> <1> (Clients MUST encrypt their KeyUpdate messages with the old keys) + <SRV-MSG-PROC> <1> (Servers MUST enforce that a KeyUpdate with the old key is received before accepting messages encrypted with the new key)  
<SRV-MSG-PROC> <1> (Servers MUST reject any messages encrypted with the new key until the KeyUpdate with the old key is verified) + <CLI-MSG-PROC> <1> (Clients MUST ensure that receiving the KeyUpdate with the old key occurs before processing messages encrypted with the new key)"
